lat,lon,z,forceOcean,shipKnots,arrivalUTC,nmTravelled,hoursUsed,fuelTonsConsumed,fuelTonsPerNM,shipBearing_toConvention,windBearing_toConvention,waveBearing_toConvention,windMag,swh,pp1d,2m_Temp
-34.9,3.4,-5075.8,0,16,2025-02-08:06:00,20.60,1.29,1.35,0.06541,107.1,344.6,45.4,3.10,2.42,10.95,17
-35.0,3.8,-5114.8,0,16,2025-02-08:06:00,20.58,1.29,1.36,0.06604,90.0,350.4,45.8,3.32,2.42,10.95,17
-35.0,3.9,-5064.6,0,16,2025-02-08:06:00,4.92,0.31,0.31,0.06402,90.0,350.1,45.8,3.41,2.41,10.94,17
-35.0,4.0,-5073.6,0,16,2025-02-08:06:00,4.92,0.31,0.32,0.06405,107.1,349.8,45.9,3.50,2.41,10.92,17
-35.1,4.4,-5222.9,0,16,2025-02-08:09:00,20.56,1.28,1.38,0.06716,90.0,330.4,45.9,2.80,2.52,11.16,17
-35.1,4.5,-5242.6,0,16,2025-02-08:09:00,4.91,0.31,0.32,0.06602,90.0,331.7,45.9,2.91,2.52,11.13,17
-35.1,4.6,-5214.3,0,16,2025-02-08:09:00,4.91,0.31,0.32,0.06587,90.0,333.2,45.9,3.01,2.51,11.10,17
-35.1,4.7,-5198.6,0,16,2025-02-08:09:00,4.91,0.31,0.32,0.06572,90.0,334.7,45.9,3.11,2.50,11.09,16
-35.1,4.8,-5188.9,0,16,2025-02-08:09:00,4.91,0.31,0.32,0.06556,90.0,336.2,45.8,3.20,2.50,11.08,16
-35.1,4.9,-5190.2,0,16,2025-02-08:09:00,4.91,0.31,0.32,0.06540,90.0,337.8,45.8,3.29,2.49,11.06,16
-35.1,5.0,-5196.2,0,16,2025-02-08:09:00,4.91,0.31,0.32,0.06523,107.1,339.5,45.8,3.39,2.49,11.06,16
-35.2,5.4,-5259.4,0,16,2025-02-08:12:00,20.53,1.28,1.42,0.06931,90.0,303.0,45.9,1.91,2.58,11.26,16
-35.2,5.5,-5264.0,0,16,2025-02-08:12:00,4.91,0.31,0.34,0.06884,90.0,304.8,45.8,1.95,2.58,11.22,16
-35.2,5.6,-5257.5,0,16,2025-02-08:12:00,4.91,0.31,0.34,0.06866,90.0,306.5,45.8,2.01,2.58,11.24,16
-35.2,5.7,-5275.8,0,16,2025-02-08:12:00,4.91,0.31,0.34,0.06848,90.0,308.1,45.7,2.08,2.58,11.31,16
-35.2,5.8,-5239.8,0,16,2025-02-08:12:00,4.91,0.31,0.34,0.06831,90.0,309.7,45.6,2.14,2.57,11.29,16
-35.2,5.9,-5267.4,0,16,2025-02-08:12:00,4.91,0.31,0.33,0.06816,90.0,311.1,45.6,2.21,2.57,11.20,16
-35.2,6.0,-5263.6,0,16,2025-02-08:12:00,4.91,0.31,0.34,0.06940,107.1,254.3,45.6,1.97,2.64,11.45,16
-35.3,6.4,-5239.8,0,16,2025-02-08:15:00,20.51,1.28,1.42,0.06942,90.0,264.2,45.7,1.80,2.64,11.49,16
-35.3,6.5,-5266.3,0,16,2025-02-08:15:00,4.90,0.31,0.35,0.07191,90.0,267.4,45.6,1.79,2.64,11.46,16
-35.3,6.6,-5218.8,0,16,2025-02-08:15:00,4.90,0.31,0.35,0.07219,107.2,270.3,45.5,1.79,2.64,11.45,16
-35.4,7.0,-5120.4,0,16,2025-02-08:15:00,20.49,1.28,1.40,0.06827,107.2,204.3,45.9,1.87,2.69,11.62,16
-35.5,7.4,-5001.5,0,16,2025-02-08:18:00,20.46,1.28,1.31,0.06405,90.0,209.5,46.0,1.53,2.70,11.59,16
-35.5,7.5,-5002.3,0,16,2025-02-08:18:00,4.89,0.31,0.32,0.06623,107.2,212.6,46.0,1.46,2.70,11.59,16
-35.6,7.9,-5120.8,0,16,2025-02-08:18:00,20.44,1.28,1.29,0.06325,90.0,218.3,46.0,1.12,2.71,11.55,15
-35.6,8.0,-5089.7,0,16,2025-02-08:18:00,4.88,0.31,0.31,0.06419,90.0,118.0,46.5,1.53,2.71,11.71,16
-35.6,8.1,-5130.2,0,16,2025-02-08:21:00,4.88,0.31,0.30,0.06137,90.0,115.5,46.4,1.48,2.71,11.69,16
-35.6,8.2,-5071.5,0,16,2025-02-08:21:00,4.88,0.31,0.30,0.06130,90.0,112.8,46.4,1.42,2.71,11.67,16
-35.6,8.3,-5062.2,0,16,2025-02-08:21:00,4.88,0.31,0.30,0.06123,90.0,109.8,46.4,1.36,2.71,11.66,16
-35.6,8.4,-5043.8,0,16,2025-02-08:21:00,4.88,0.31,0.30,0.06114,90.0,105.9,46.3,1.31,2.71,11.66,16
-35.6,8.5,-4980.7,0,16,2025-02-08:21:00,4.88,0.31,0.30,0.06103,90.0,101.3,46.3,1.27,2.72,11.66,16
-35.6,8.6,-4958.4,0,16,2025-02-08:21:00,4.88,0.31,0.30,0.06091,90.0,96.4,46.3,1.23,2.72,11.66,16
-35.6,8.7,-4946.1,0,16,2025-02-08:21:00,4.88,0.31,0.30,0.06078,90.0,91.3,46.2,1.20,2.72,11.66,16
-35.6,8.8,-4931.2,0,16,2025-02-08:21:00,4.88,0.31,0.30,0.06075,90.0,86.2,46.2,1.17,2.72,11.65,16
-35.6,8.9,-4941.5,0,16,2025-02-08:21:00,4.88,0.31,0.30,0.06106,90.0,64.5,46.7,1.77,2.69,11.74,16
-35.6,9.0,-4979.8,0,16,2025-02-08:21:00,4.88,0.31,0.30,0.06139,90.0,61.1,46.7,1.80,2.70,11.73,16
-35.6,9.1,-5021.6,0,16,2025-02-09:00:00,4.88,0.31,0.30,0.06148,90.0,57.4,46.7,1.84,2.70,11.72,16
-35.6,9.2,-5045.1,0,16,2025-02-09:00:00,4.88,0.31,0.30,0.06157,90.0,54.1,46.6,1.88,2.70,11.70,16
-35.6,9.3,-5056.6,0,16,2025-02-09:00:00,4.88,0.31,0.30,0.06165,90.0,50.9,46.6,1.91,2.70,11.69,16
-35.6,9.4,-4961.4,0,16,2025-02-09:00:00,4.88,0.31,0.30,0.06174,90.0,47.4,46.6,1.96,2.70,11.69,16
-35.6,9.5,-5042.4,0,16,2025-02-09:00:00,4.88,0.31,0.30,0.06183,90.0,44.1,46.6,2.01,2.70,11.69,16
-35.6,9.6,-5031.9,0,16,2025-02-09:00:00,4.88,0.31,0.30,0.06191,90.0,41.2,46.6,2.08,2.70,11.69,16
-35.6,9.7,-5040.5,0,16,2025-02-09:00:00,4.88,0.31,0.30,0.06198,90.0,38.1,46.5,2.14,2.70,11.69,16
-35.6,9.8,-5066.2,0,16,2025-02-09:00:00,4.88,0.31,0.30,0.06234,90.0,14.1,46.9,2.84,2.66,11.73,16
-35.6,9.9,-5066.4,0,16,2025-02-09:00:00,4.88,0.31,0.31,0.06268,90.0,11.5,46.9,2.95,2.66,11.72,16
-35.6,10.0,-5065.1,0,16,2025-02-09:03:00,4.88,0.31,0.31,0.06274,90.0,9.1,46.9,3.07,2.66,11.69,16
-35.6,10.1,-5096.0,0,16,2025-02-09:03:00,4.88,0.31,0.31,0.06280,90.0,7.0,46.9,3.16,2.66,11.69,16
-35.6,10.2,-5118.7,0,16,2025-02-09:03:00,4.88,0.31,0.31,0.06285,90.0,5.1,46.9,3.26,2.67,11.70,16
-35.6,10.3,-5116.2,0,16,2025-02-09:03:00,4.88,0.31,0.31,0.06290,90.0,3.7,46.9,3.38,2.67,11.68,16
-35.6,10.4,-5111.5,0,16,2025-02-09:03:00,4.88,0.31,0.31,0.06293,90.0,2.8,46.8,3.51,2.68,11.67,16
-35.6,10.5,-5120.1,0,16,2025-02-09:03:00,4.88,0.31,0.31,0.06295,90.0,2.2,46.8,3.62,2.68,11.66,16
-35.6,10.6,-5041.6,0,16,2025-02-09:03:00,4.88,0.31,0.31,0.06295,90.0,2.2,46.8,3.74,2.68,11.66,16
-35.6,10.7,-4999.7,0,16,2025-02-09:03:00,4.88,0.31,0.31,0.06296,90.0,2.1,46.8,3.86,2.68,11.64,16
-35.6,10.8,-4982.5,0,16,2025-02-09:03:00,4.88,0.31,0.31,0.06319,90.0,356.0,47.2,2.31,2.61,11.68,16
-35.6,10.9,-4979.5,0,16,2025-02-09:03:00,4.88,0.31,0.31,0.06340,90.0,356.5,47.2,2.45,2.62,11.68,16
-35.6,11.0,-4990.2,0,16,2025-02-09:06:00,4.88,0.31,0.31,0.06334,90.0,357.2,47.1,2.58,2.63,11.68,16
-35.6,11.1,-5009.6,0,16,2025-02-09:06:00,4.88,0.31,0.31,0.06330,90.0,357.2,47.1,2.67,2.63,11.68,16
-35.6,11.2,-5008.2,0,16,2025-02-09:06:00,4.88,0.31,0.31,0.06331,90.0,357.2,47.1,2.76,2.63,11.67,16
-35.6,11.3,-4961.6,0,16,2025-02-09:06:00,4.88,0.31,0.31,0.06334,90.0,356.6,47.1,2.85,2.63,11.66,16
-35.6,11.4,-4954.8,0,16,2025-02-09:06:00,4.88,0.31,0.31,0.06342,90.0,355.6,47.1,2.91,2.64,11.66,16
-35.6,11.5,-4953.5,0,16,2025-02-09:06:00,4.88,0.31,0.31,0.06352,90.0,354.6,47.1,2.97,2.64,11.66,17
-35.6,11.6,-4971.9,0,16,2025-02-09:06:00,4.88,0.31,0.31,0.06365,90.0,353.1,47.0,3.03,2.64,11.64,17
-35.6,11.7,-4929.6,0,16,2025-02-09:06:00,4.88,0.31,0.31,0.06380,90.0,351.8,47.0,3.10,2.64,11.61,17
-35.6,11.8,-4932.9,0,16,2025-02-09:06:00,4.88,0.31,0.31,0.06334,90.0,7.5,47.4,3.38,2.57,11.65,17
-35.6,11.9,-4922.1,0,16,2025-02-09:06:00,4.88,0.31,0.31,0.06284,90.0,5.7,47.4,3.43,2.57,11.65,17
-35.6,12.0,-4916.9,0,16,2025-02-09:09:00,4.88,0.31,0.31,0.06289,90.0,3.9,47.4,3.48,2.58,11.65,17
-35.6,12.1,-4874.4,0,16,2025-02-09:09:00,4.88,0.31,0.31,0.06293,90.0,2.4,47.4,3.58,2.58,11.65,17
-35.6,12.2,-4889.5,0,16,2025-02-09:09:00,4.88,0.31,0.31,0.06297,90.0,0.9,47.4,3.68,2.58,11.63,17
-35.6,12.3,-4863.1,0,16,2025-02-09:09:00,4.88,0.31,0.31,0.06303,90.0,359.4,47.4,3.77,2.59,11.63,17
-35.6,12.4,-4859.0,0,16,2025-02-09:09:00,4.88,0.31,0.31,0.06314,90.0,358.2,47.3,3.86,2.59,11.63,17
-35.6,12.5,-4843.4,0,16,2025-02-09:09:00,4.88,0.31,0.31,0.06325,73.0,357.2,47.3,3.94,2.59,11.63,17
-35.5,12.9,-4815.5,0,16,2025-02-09:09:00,20.44,1.28,1.29,0.06305,73.1,345.0,46.9,4.64,2.53,11.64,17
-35.4,13.3,-4631.4,0,16,2025-02-09:12:00,20.46,1.28,1.33,0.06485,73.1,341.0,46.0,5.30,2.55,11.65,17
-35.3,13.7,-4560.1,0,16,2025-02-09:12:00,20.49,1.28,1.35,0.06605,67.9,323.2,45.5,4.22,2.48,11.64,17
-35.2,14.0,-4733.9,0,16,2025-02-09:15:00,15.89,0.99,1.03,0.06512,67.9,320.3,44.4,4.72,2.50,11.68,17
-35.1,14.3,-4670.4,0,16,2025-02-09:15:00,15.90,0.99,1.06,0.06656,67.9,321.5,43.3,5.18,2.53,11.67,17
-35.0,14.6,-4657.1,0,16,2025-02-09:15:00,15.92,1.00,1.07,0.06729,68.0,343.7,43.2,5.65,2.44,11.66,17
-34.9,14.9,-4614.7,0,16,2025-02-09:18:00,15.94,1.00,1.08,0.06775,68.0,343.5,41.1,6.23,2.49,11.67,18
-34.8,15.2,-4557.9,0,16,2025-02-09:18:00,15.95,1.00,1.11,0.06947,68.0,338.8,38.8,6.69,2.54,11.67,18
-34.7,15.5,-4444.1,0,16,2025-02-09:18:00,15.97,1.00,1.16,0.07235,73.2,332.6,35.5,7.12,2.60,11.69,19
-34.6,15.9,-4269.8,0,16,2025-02-09:21:00,20.65,1.29,1.77,0.08581,68.1,338.9,30.1,9.27,2.63,11.72,20
-34.5,16.2,-3926.8,0,16,2025-02-09:21:00,16.00,1.00,1.48,0.09249,58.8,336.5,26.4,9.78,2.69,11.71,20
-34.4,16.4,-3776.1,0,16,2025-02-09:21:00,11.58,0.72,1.07,0.09221,58.9,335.6,23.3,10.27,2.75,11.74,20
-34.3,16.6,-3547.7,0,16,2025-02-10:00:00,11.59,0.72,1.07,0.09223,58.9,335.3,12.3,12.04,2.93,11.77,20
-34.2,16.8,-3329.4,0,16,2025-02-10:00:00,11.60,0.73,1.07,0.09226,58.9,334.3,9.3,12.49,3.00,11.76,20
-34.1,17.0,-3091.1,0,16,2025-02-10:00:00,11.61,0.73,1.07,0.09229,58.9,333.8,7.0,12.89,3.09,11.80,20
-34.0,17.2,-2046.1,0,16,2025-02-10:00:00,11.62,0.73,1.07,0.09230,59.0,333.8,5.5,13.13,3.16,11.80,20
-33.9,17.4,-645.6,0,16,2025-02-10:03:00,11.63,0.73,1.08,0.09256,59.0,326.0,358.3,12.99,3.27,7.76,19
-33.8,17.6,-274.6,0,16,2025-02-10:03:00,11.64,0.73,1.08,0.09275,59.0,328.6,0.6,13.27,3.27,8.46,19
-33.7,17.8,-197.8,0,16,2025-02-10:03:00,11.65,0.73,1.08,0.09243,59.1,333.0,4.9,13.81,3.19,9.59,18
-33.6,18.0,-127.1,0,16,2025-02-10:03:00,11.66,0.73,1.08,0.09226,59.1,336.6,8.9,13.42,3.11,10.18,18
-33.5,18.2,-53.4,0,0,2025-02-10:06:00,11.67,0.73,1.08,0.09216,0.0,337.8,12.4,9.38,2.78,11.70,18
